dataset,formula_variant,site_branch,interaction_branch,model_id,model_class,model_block,model_family,latency_type,fit_engine,is_cure_model,matched_nocure_model_id,fit_status,prediction_status,overall_status,fit_component_success,prediction_component_success,convergence_code,has_converged_solution,optimizer_method,fit_source,fit_cache_validation,loglik,fit_message,prediction_message,message,error_message,fit_warning_count,fit_warning_message,prediction_warning_count,prediction_warning_message,warning_count,warning_message,warning_count_total,fit_elapsed_sec,prediction_elapsed_sec,elapsed_sec,prediction_rows,expected_prediction_rows,saved_rds_file,n,n_transition,n_right_censor,n_remission,incidence_rhs,latency_rhs,stage6_join_key,stage6__dataset_key,stage6__source_dataset,stage6__analysis_variant,stage6__final_decision_flag,stage6__carry_forward_stage7,stage6__carry_forward_stage8,stage6__screening_repeated_in_stage8,stage6__presence_evidence_label,stage6__followup_evidence_label,stage6__screening_note,stage6_flag_joined
SNU,base,site_free,no_age_sex_interaction,cure_lnorm,parametric_mixture_cure,frequentist_cure_main,lnorm,parametric_aft,custom_mle,TRUE,nocure_lnorm,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-145.57074660746363,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,7.541489839553833,0.02360105514526367,7.565090894699097,2080,2080,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__SNU__base__cure_lnorm.rds,208,38,170,0,age_s + sex_num,age_s + sex_num,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_llogis,parametric_mixture_cure,frequentist_cure_main,llogis,parametric_aft,custom_mle,TRUE,nocure_llogis,ok_with_warnings,ok,ok_with_warnings,TRUE,TRUE,1,FALSE,BFGS,fitted_new,new_fit,-145.42427921672794,NA,prediction_ok,NA,NA,2,non-zero optimizer convergence code (1) using BFGS | no converged optimizer attempt was found; best available finite fit retained,0,NA,2,non-zero optimizer convergence code (1) using BFGS | no converged optimizer attempt was found; best available finite fit retained,2,6.998757839202881,0.0245671272277832,7.023324966430664,2080,2080,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__SNU__base__cure_llogis.rds,208,38,170,0,age_s + sex_num,age_s + sex_num,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_coxlatency,semiparametric_cox_latency_cure,frequentist_cure_main,coxph,cox_ph,smcure,TRUE,nocure_coxph,ok,ok,ok,TRUE,TRUE,0,TRUE,smcure_ph,fitted_new,new_fit,NA,smcure_ph,prediction_ok,smcure_ph,NA,0,NA,0,NA,0,NA,0,0.24370408058166504,0.02302908897399902,0.26673316955566406,2080,2080,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__SNU__base__cure_coxlatency.rds,208,38,170,0,age_s + sex_num,age_s + sex_num,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,base,site_free,no_age_sex_interaction,cure_aft_sensitivity,aft_latency_cure_sensitivity,frequentist_cure_sensitivity,aft,aft_semiparametric,smcure,TRUE,NA,ok,ok,ok,TRUE,TRUE,0,TRUE,smcure_aft,fitted_new,new_fit,NA,smcure_aft,prediction_ok,smcure_aft,NA,0,NA,0,NA,0,NA,0,1.3121490478515625,0.02683496475219726,1.3389840126037598,2080,2080,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__SNU__base__cure_aft_sensitivity.rds,208,38,170,0,age_s + sex_num,age_s + sex_num,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,nocure_exp,no_cure,no_cure_anchor,exp,parametric_aft,custom_mle,FALSE,NA,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-149.60604280253094,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,0.14485812187194824,0.02144885063171386,0.1663069725036621,2080,2080,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__SNU__interaction__nocure_exp.rds,208,38,170,0,age_s + sex_num + age_s:sex_num,age_s + sex_num + age_s:sex_num,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,nocure_weibull,no_cure,no_cure_anchor,weibull,parametric_aft,custom_mle,FALSE,NA,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-146.556273861447,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,0.2760329246520996,0.02386212348937988,0.2998950481414795,2080,2080,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__SNU__interaction__nocure_weibull.rds,208,38,170,0,age_s + sex_num + age_s:sex_num,age_s + sex_num + age_s:sex_num,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,nocure_lnorm,no_cure,no_cure_anchor,lnorm,parametric_aft,custom_mle,FALSE,NA,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-146.66044709871207,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,0.3872039318084717,0.02825498580932617,0.41545891761779785,2080,2080,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__SNU__interaction__nocure_lnorm.rds,208,38,170,0,age_s + sex_num + age_s:sex_num,age_s + sex_num + age_s:sex_num,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,nocure_llogis,no_cure,no_cure_anchor,llogis,parametric_aft,custom_mle,FALSE,NA,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-146.6025326380204,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,0.28593015670776367,0.02323698997497558,0.30916714668273926,2080,2080,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__SNU__interaction__nocure_llogis.rds,208,38,170,0,age_s + sex_num + age_s:sex_num,age_s + sex_num + age_s:sex_num,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,nocure_coxph,no_cure,no_cure_anchor,coxph,cox_ph,survival::coxph,FALSE,NA,ok,ok,ok,TRUE,TRUE,0,TRUE,coxph,fitted_new,new_fit,-182.472315434994,coxph,prediction_ok,coxph,NA,0,NA,0,NA,0,NA,0,0.00440907478332519,0.03089404106140136,0.03530311584472656,2080,2080,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__SNU__interaction__nocure_coxph.rds,208,38,170,0,age_s + sex_num + age_s:sex_num,age_s + sex_num + age_s:sex_num,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,cure_exp,parametric_mixture_cure,frequentist_cure_main,exp,parametric_aft,custom_mle,TRUE,nocure_exp,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-145.9458653376838,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,0.8748760223388672,0.0255441665649414,0.9004201889038086,2080,2080,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__SNU__interaction__cure_exp.rds,208,38,170,0,age_s + sex_num + age_s:sex_num,age_s + sex_num + age_s:sex_num,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,cure_weibull,parametric_mixture_cure,frequentist_cure_main,weibull,parametric_aft,custom_mle,TRUE,nocure_weibull,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-145.59004482420147,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,3.0089619159698486,0.03418207168579101,3.0431439876556396,2080,2080,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__SNU__interaction__cure_weibull.rds,208,38,170,0,age_s + sex_num + age_s:sex_num,age_s + sex_num + age_s:sex_num,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,cure_lnorm,parametric_mixture_cure,frequentist_cure_main,lnorm,parametric_aft,custom_mle,TRUE,nocure_lnorm,ok_with_warnings,ok,ok_with_warnings,TRUE,TRUE,1,FALSE,BFGS,fitted_new,new_fit,-144.01152627879063,NA,prediction_ok,NA,NA,2,non-zero optimizer convergence code (1) using BFGS | no converged optimizer attempt was found; best available finite fit retained,0,NA,2,non-zero optimizer convergence code (1) using BFGS | no converged optimizer attempt was found; best available finite fit retained,2,13.71479606628418,0.03172898292541504,13.746525049209597,2080,2080,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__SNU__interaction__cure_lnorm.rds,208,38,170,0,age_s + sex_num + age_s:sex_num,age_s + sex_num + age_s:sex_num,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,cure_llogis,parametric_mixture_cure,frequentist_cure_main,llogis,parametric_aft,custom_mle,TRUE,nocure_llogis,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-145.90385006619061,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,1.8205702304840088,0.03489613533020019,1.855466365814209,2080,2080,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__SNU__interaction__cure_llogis.rds,208,38,170,0,age_s + sex_num + age_s:sex_num,age_s + sex_num + age_s:sex_num,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,cure_coxlatency,semiparametric_cox_latency_cure,frequentist_cure_main,coxph,cox_ph,smcure,TRUE,nocure_coxph,ok,ok,ok,TRUE,TRUE,0,TRUE,smcure_ph,fitted_new,new_fit,NA,smcure_ph,prediction_ok,smcure_ph,NA,0,NA,0,NA,0,NA,0,0.3968930244445801,0.04829311370849609,0.44518613815307617,2080,2080,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__SNU__interaction__cure_coxlatency.rds,208,38,170,0,age_s + sex_num + age_s:sex_num,age_s + sex_num + age_s:sex_num,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
SNU,interaction,site_free,age_sex_interaction,cure_aft_sensitivity,aft_latency_cure_sensitivity,frequentist_cure_sensitivity,aft,aft_semiparametric,smcure,TRUE,NA,ok,ok,ok,TRUE,TRUE,0,TRUE,smcure_aft,fitted_new,new_fit,NA,smcure_aft,prediction_ok,smcure_aft,NA,0,NA,0,NA,0,NA,0,30.610409021377563,0.0514528751373291,30.661861896514893,2080,2080,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__SNU__interaction__cure_aft_sensitivity.rds,208,38,170,0,age_s + sex_num + age_s:sex_num,age_s + sex_num + age_s:sex_num,SNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
merged,benchmark,benchmark,benchmark,benchmark_km,km_benchmark,benchmark,km,benchmark,survfit,FALSE,NA,ok,ok,ok,TRUE,TRUE,0,TRUE,survfit,fitted_new,new_fit,NA,survfit,benchmark_prediction,survfit,NA,0,NA,0,NA,0,NA,0,0.00588917732238769,0.01917004585266113,0.02505922317504882,2620,2620,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__merged__benchmark__benchmark_km.rds,262,50,199,13,NA,NA,merged__site_free,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
merged,base_sitefree,site_free,no_age_sex_interaction,nocure_exp,no_cure,no_cure_anchor,exp,parametric_aft,custom_mle,FALSE,NA,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-186.02437670303212,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,0.13274884223937988,0.03183484077453613,0.16458368301391602,2620,2620,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__merged__base_sitefree__nocure_exp.rds,262,50,199,13,age_s + sex_num,age_s + sex_num,merged__site_free,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
merged,base_sitefree,site_free,no_age_sex_interaction,nocure_weibull,no_cure,no_cure_anchor,weibull,parametric_aft,custom_mle,FALSE,NA,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-179.01925974421374,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,0.21317601203918457,0.03185892105102539,0.24503493309020996,2620,2620,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__merged__base_sitefree__nocure_weibull.rds,262,50,199,13,age_s + sex_num,age_s + sex_num,merged__site_free,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
merged,base_sitefree,site_free,no_age_sex_interaction,nocure_lnorm,no_cure,no_cure_anchor,lnorm,parametric_aft,custom_mle,FALSE,NA,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-178.4239629128957,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,0.29840683937072754,0.04414796829223633,0.34255480766296387,2620,2620,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__merged__base_sitefree__nocure_lnorm.rds,262,50,199,13,age_s + sex_num,age_s + sex_num,merged__site_free,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
merged,base_sitefree,site_free,no_age_sex_interaction,nocure_llogis,no_cure,no_cure_anchor,llogis,parametric_aft,custom_mle,FALSE,NA,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-178.78858021388572,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,0.2475681304931641,0.0350198745727539,0.28258800506591797,2620,2620,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__merged__base_sitefree__nocure_llogis.rds,262,50,199,13,age_s + sex_num,age_s + sex_num,merged__site_free,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
merged,base_sitefree,site_free,no_age_sex_interaction,nocure_coxph,no_cure,no_cure_anchor,coxph,cox_ph,survival::coxph,FALSE,NA,ok,ok,ok,TRUE,TRUE,0,TRUE,coxph,fitted_new,new_fit,-250.43920353762095,coxph,prediction_ok,coxph,NA,0,NA,0,NA,0,NA,0,0.0065779685974121,0.04401898384094238,0.05059695243835449,2620,2620,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__merged__base_sitefree__nocure_coxph.rds,262,50,199,13,age_s + sex_num,age_s + sex_num,merged__site_free,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
merged,base_sitefree,site_free,no_age_sex_interaction,cure_exp,parametric_mixture_cure,frequentist_cure_main,exp,parametric_aft,custom_mle,TRUE,nocure_exp,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-180.2445111603124,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,0.9068999290466307,0.0339510440826416,0.94085097312927235,2620,2620,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__merged__base_sitefree__cure_exp.rds,262,50,199,13,age_s + sex_num,age_s + sex_num,merged__site_free,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
merged,base_sitefree,site_free,no_age_sex_interaction,cure_weibull,parametric_mixture_cure,frequentist_cure_main,weibull,parametric_aft,custom_mle,TRUE,nocure_weibull,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-178.48076995098697,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,1.2995719909667969,0.03435301780700683,1.3339250087738037,2620,2620,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__merged__base_sitefree__cure_weibull.rds,262,50,199,13,age_s + sex_num,age_s + sex_num,merged__site_free,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
merged,base_sitefree,site_free,no_age_sex_interaction,cure_lnorm,parametric_mixture_cure,frequentist_cure_main,lnorm,parametric_aft,custom_mle,TRUE,nocure_lnorm,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-178.32749986889283,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,2.9665567874908447,0.03697800636291504,3.00353479385376,2620,2620,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__merged__base_sitefree__cure_lnorm.rds,262,50,199,13,age_s + sex_num,age_s + sex_num,merged__site_free,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
merged,base_sitefree,site_free,no_age_sex_interaction,cure_llogis,parametric_mixture_cure,frequentist_cure_main,llogis,parametric_aft,custom_mle,TRUE,nocure_llogis,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-178.52469757499094,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,2.077075958251953,0.04156899452209473,2.118644952774048,2620,2620,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__merged__base_sitefree__cure_llogis.rds,262,50,199,13,age_s + sex_num,age_s + sex_num,merged__site_free,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
merged,base_sitefree,site_free,no_age_sex_interaction,cure_coxlatency,semiparametric_cox_latency_cure,frequentist_cure_main,coxph,cox_ph,smcure,TRUE,nocure_coxph,ok,ok,ok,TRUE,TRUE,0,TRUE,smcure_ph,fitted_new,new_fit,NA,smcure_ph,prediction_ok,smcure_ph,NA,0,NA,0,NA,0,NA,0,0.4412229061126709,0.04324984550476074,0.4844727516174317,2620,2620,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__merged__base_sitefree__cure_coxlatency.rds,262,50,199,13,age_s + sex_num,age_s + sex_num,merged__site_free,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
merged,base_sitefree,site_free,no_age_sex_interaction,cure_aft_sensitivity,aft_latency_cure_sensitivity,frequentist_cure_sensitivity,aft,aft_semiparametric,smcure,TRUE,NA,ok,ok,ok,TRUE,TRUE,0,TRUE,smcure_aft,fitted_new,new_fit,NA,smcure_aft,prediction_ok,smcure_aft,NA,0,NA,0,NA,0,NA,0,21.05586290359497,0.02780508995056152,21.083667993545532,2620,2620,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__merged__base_sitefree__cure_aft_sensitivity.rds,262,50,199,13,age_s + sex_num,age_s + sex_num,merged__site_free,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
merged,base_siteadjusted,site_adjusted,no_age_sex_interaction,nocure_exp,no_cure,no_cure_anchor,exp,parametric_aft,custom_mle,FALSE,NA,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-180.1283371467449,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,0.14999079704284668,0.03217887878417969,0.18216967582702637,2620,2620,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__merged__base_siteadjusted__nocure_exp.rds,262,50,199,13,age_s + sex_num,age_s + sex_num + site_snu,merged__site_adjusted,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
merged,base_siteadjusted,site_adjusted,no_age_sex_interaction,nocure_weibull,no_cure,no_cure_anchor,weibull,parametric_aft,custom_mle,FALSE,NA,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-175.89439266938157,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,0.235792875289917,0.02801895141601562,0.2638118267059326,2620,2620,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__merged__base_siteadjusted__nocure_weibull.rds,262,50,199,13,age_s + sex_num,age_s + sex_num + site_snu,merged__site_adjusted,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
merged,base_siteadjusted,site_adjusted,no_age_sex_interaction,nocure_lnorm,no_cure,no_cure_anchor,lnorm,parametric_aft,custom_mle,FALSE,NA,ok,ok,ok,TRUE,TRUE,0,TRUE,BFGS,fitted_new,new_fit,-175.5874884631362,NA,prediction_ok,NA,NA,0,NA,0,NA,0,NA,0,0.3603529930114746,0.0302281379699707,0.3905811309814453,2620,2620,C:/Users/clair/Dropbox/Data Analysis/STAGE7/stage7_run__2026-03-24_shard50_auto20_v1__00009fe20000/_common/stage7_fit__merged__base_siteadjusted__nocure_lnorm.rds,262,50,199,13,age_s + sex_num,age_s + sex_num + site_snu,merged__site_adjusted,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stage 6 carry-forward was not joined in this refresh run.,FALSE
